t2A_X0t0	t3A_X0t1	t4A_X0t2	t5A_X0t3	t6A_X0t4	t7A_X0t5	t8A_X0t6	t2B_X1t0	t3B_X1t1	t4B_X1t2	t5B_X1t3	t6B_X1t4	t7B_X1t5	t8B_X1t6	t2C_X2t0	t3C_X2t1	t4C_X2t2	t5C_X2t3	t6C_X2t4	t7C_X2t5	t8C_X2t6	t2A_Y0t0	t3A_Y0t1	t4A_Y0t2	t5A_Y0t3	t6A_Y0t4	t7A_Y0t5	t8A_Y0t6	t2B_Y1t0	t3B_Y1t1	t4B_Y1t2	t5B_Y1t3	t6B_Y1t4	t7B_Y1t5	t8B_Y1t6	t2C_Y2t0	t3C_Y2t1	t4C_Y2t2	t5C_Y2t3	t6C_Y2t4	t7C_Y2t5	t8C_Y2t6	R0	R1	R2	R3	R4	R5	D0	D1	D2	D3	D4	D5	signedCPS1	signedCPS2	signedCPS3	signedCPS4	signedCPS5	signedCPD1	signedCPD2	signedCPD3	signedCPD4	signedCPD5	FDR_S1	FDR_S2	FDR_S3	FDR_S4	FDR_S5	FDR_D1	FDR_D2	FDR_D3	FDR_D4	FDR_D5
Ga0196617_1000869	2.91383	3.02941	3.05837	3.0861	2.90742	2.88911	2.83256	2.92216	3.02399	3.04073	2.96125	2.97112	2.90304	2.8945	2.89521	3.02502	3.00894	3.01012	2.98098	2.90664	2.88989	3.29424	3.34876	3.34136	3.35121	3.34212	3.32212	3.29776	3.33524	3.3705	3.30172	3.33747	3.30283	3.33058	3.31922	3.31009	3.33846	3.32169	3.34607	3.32936	3.32684	3.32507	0.14867595242482692	0.12494176714210586	0.1250486684360716	0.1245335546375495	0.12426934597490663	0.12396129241759367	0.014270894858505419	0.014270894858505419	0.014270894858505419	0.014270894858505419	0.014270894858505419	0.014270894858505419	-0.439	0.045	-0.034	-0.023	-0.03	-0.0	-0.0	-0.0	-0.0	-0.0	0.28908770806658124	0.7093754535415676	0.7424119178082187	0.7801637299771161	0.7548863871635605	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008717	2.76462	2.83258	2.85519	2.84404	2.75597	2.72839	2.70879	2.77362	2.82877	2.84671	2.7981	2.80595	2.73932	2.69711	2.75956	2.86209	2.84232	2.87405	2.75272	2.74279	2.65606	3.22822	3.27332	3.28246	3.26185	3.26163	3.26081	3.26853	3.21857	3.28197	3.25995	3.25606	3.26445	3.28145	3.27438	3.22123	3.27067	3.27102	3.26063	3.28347	3.26749	3.2623	0.18383278372953554	0.11284316836190136	0.1129819597310118	0.1132632485663793	0.1135956197165784	0.11347313194384373	0.012377518881854812	0.012377518881854812	0.012377518881854812	0.012377518881854812	0.012377518881854812	0.012377518881854812	-0.898	0.039	0.019	0.019	-0.027	-0.0	-0.0	-0.0	-0.0	-0.0	0.0500424836601307	0.7264363155575139	0.7975417058148027	0.7975417058148027	0.7652968345855395	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008718	2.82416	2.87334	2.87707	2.89677	2.78815	2.73234	2.7213	2.81596	2.85404	2.86128	2.82076	2.78697	2.80673	2.76739	2.79568	2.86106	2.86812	2.85507	2.84271	2.76113	2.72937	3.17668	3.22701	3.2198	3.21742	3.19675	3.18422	3.17648	3.19433	3.22341	3.21101	3.21618	3.1923	3.18293	3.1782	3.18508	3.21694	3.21507	3.21021	3.19632	3.18356	3.19119	0.1366982687392491	0.05704987972347931	0.05638947601670334	0.05632908448746468	0.05637349285853725	0.056321762879805906	0.008447698063534629	0.008447698063534629	0.008447698063534629	0.008447698063534629	0.008447698063534629	0.008447698063534629	-0.978	-0.029	-0.007	0.005	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.013140625000000012	0.757986481316158	0.8492449134527783	0.8563355229914095	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008724	2.72053	2.81289	2.86714	2.8745	2.75541	2.74136	2.70392	2.73619	2.83367	2.8468	2.81432	2.77159	2.72655	2.74663	2.73142	2.81243	2.85985	2.84591	2.76693	2.7393	2.71991	3.1806	3.22267	3.22992	3.18969	3.17915	3.17686	3.14323	3.18779	3.21245	3.19781	3.2177	3.19935	3.16071	3.1463	3.17128	3.20552	3.22558	3.19212	3.20678	3.16707	3.15377	0.15924016110178224	0.09903291558635688	0.07502625552632675	0.07407901461508183	0.07360001145907648	0.0733669459566905	0.011892416194082838	0.011892416194082838	0.011892416194082838	0.011892416194082838	0.011892416194082838	0.011892416194082838	-0.587	-0.44	-0.035	-0.027	-0.017	-0.0	-0.0	-0.0	-0.0	-0.0	0.2032556869881711	0.2889141575912876	0.739383088031102	0.7652968345855395	0.8057251870324185	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008729	2.88808	2.93994	2.94664	2.94995	2.86357	2.83172	2.837	2.91003	2.97181	2.95212	2.92769	2.85097	2.83518	2.80909	2.87136	2.97923	2.96394	2.95625	2.8974	2.82886	2.75985	3.25046	3.28293	3.29562	3.29361	3.26102	3.25955	3.22894	3.26926	3.28367	3.2787	3.29184	3.26318	3.23257	3.25291	3.25593	3.27049	3.29588	3.27678	3.27078	3.24636	3.25592	0.12689528952771967	0.11736085635586138	0.07284744315476803	0.07079777154168612	0.0707149720989188	0.07117463563793829	0.01062980132650477	0.01062980132650477	0.01062980132650477	0.010634488390203357	0.010634488390203357	0.010634488390203357	-0.143	-0.832	-0.066	-0.009	0.021	-0.0	-0.0	0.001	-0.0	-0.0	0.5374025899280575	0.07773672566371681	0.6602894184938033	0.8408502170767	0.7883629783967535	0.995220297029703	0.995220297029703	0.9838059701492538	0.995220297029703	0.995220297029703
Ga0196617_10008732	2.90688	2.94584	2.95581	2.96569	2.87684	2.87121	2.83911	2.89212	2.95195	2.96797	2.93884	2.88572	2.86592	2.85886	2.85068	2.97089	2.98986	2.95225	2.91268	2.86925	2.81577	3.24864	3.27426	3.30269	3.28449	3.28416	3.27237	3.26352	3.26923	3.28858	3.26851	3.27344	3.28604	3.28345	3.26087	3.25319	3.27638	3.2874	3.26677	3.26794	3.27753	3.30092	0.08460390343172251	0.0759359527145083	0.07441210875263868	0.07414031057815045	0.07408652222822427	0.07399757575678187	0.008070226658402131	0.008070226658402131	0.008070226658402131	0.008070226658402131	0.008070226658402131	0.008070226658402131	-0.26	-0.081	-0.016	-0.007	-0.01	-0.0	-0.0	-0.0	-0.0	-0.0	0.42028583230070204	0.6298799660080728	0.8099710836335308	0.8492449134527783	0.8362391214256109	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008734	2.89114	2.94711	2.97196	2.99038	2.90754	2.87704	2.86873	2.90708	2.9516	2.97759	2.92823	2.93898	2.88112	2.86932	2.87752	2.97018	2.95785	2.99972	2.94044	2.88604	2.82216	3.21447	3.28266	3.24777	3.29296	3.26522	3.23584	3.26627	3.26191	3.2873	3.22438	3.28081	3.2266	3.23957	3.28462	3.23905	3.27159	3.27514	3.25826	3.26001	3.23747	3.26366	0.17722313830979394	0.15611862024094825	0.15600780327844957	0.15425315193804517	0.15447065806084467	0.167141479388553	0.018250986667664684	0.0182578211459503	0.0182578211459503	0.0182578211459503	0.0182578211459503	0.01825494096845977	-0.316	-0.048	-0.061	0.045	0.214	0.001	-0.0	-0.0	-0.0	-0.001	0.37568729176582555	0.7021734611011852	0.6709539956011727	0.7093754535415676	0.4592369095569389	0.9838059701492538	0.995220297029703	0.995220297029703	0.995220297029703	0.9838059701492538
Ga0196617_10008737	2.83378	2.87274	2.91974	2.88574	2.85067	2.84266	2.77991	2.85389	2.87982	2.89056	2.89233	2.83785	2.86279	2.76801	2.81318	2.89084	2.90597	2.92131	2.86848	2.83842	2.74704	3.20635	3.23786	3.24552	3.25382	3.25293	3.23227	3.2579	3.23026	3.24742	3.22077	3.25581	3.23211	3.25202	3.24826	3.20606	3.23478	3.23856	3.2557	3.26437	3.24087	3.24632	0.05712993111840477	0.05638811644542606	0.0561733775606879	0.055886602309694465	0.0558008920736644	0.05576818592655384	0.005557357911446995	0.005557357911446995	0.005557357911446995	0.005557357911446995	0.005557357911446995	0.005557357911446995	-0.034	-0.012	-0.017	-0.004	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.7424119178082187	0.8276252736666954	0.8057251870324185	0.8595141063619689	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008738	2.81308	2.88061	2.9108	2.90547	2.8478	2.84214	2.79718	2.83194	2.85566	2.87626	2.86456	2.88	2.84587	2.84278	2.79163	2.87387	2.89288	2.90645	2.89562	2.84326	2.79337	3.22742	3.23659	3.24504	3.2228	3.24613	3.21875	3.17048	3.21455	3.25203	3.23564	3.23361	3.24084	3.21802	3.17252	3.22164	3.24114	3.24987	3.21302	3.2224	3.21711	3.20202	0.06112881184293492	0.05062817334482078	0.047397025142247216	0.04633145600511971	0.043245511025729176	0.04275067177270379	0.007013785366906927	0.007013785366906927	0.007013785366906927	0.007013785366906927	0.007013785366906927	0.007024091618468765	-0.24	-0.113	-0.041	-0.095	-0.02	-0.0	-0.0	-0.0	-0.0	0.002	0.4365602669807616	0.5805017552657971	0.7209694782739433	0.6069800137835972	0.7930529468392336	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.9710849056603774
Ga0196617_10008742	2.8279	2.91124	2.88668	2.92923	2.84049	2.84105	2.80466	2.80949	2.88769	2.90563	2.87365	2.87128	2.83165	2.86187	2.76495	2.89791	2.88702	2.9263	2.89753	2.83728	2.83028	3.20049	3.23585	3.22727	3.2172	3.17268	3.18188	3.14065	3.20623	3.24831	3.23153	3.20622	3.17332	3.14962	3.16081	3.18002	3.23641	3.22986	3.19371	3.18844	3.17191	3.17567	0.20599752298027776	0.09366700398630351	0.0928673502989931	0.09289510308529214	0.09311176170978701	0.09352131773458676	0.014705285258617471	0.014705285258617471	0.014705285258617471	0.014705285258617471	0.014705285258617471	0.014705285258617471	-0.988	-0.032	0.01	0.016	0.025	-0.0	-0.0	-0.0	-0.0	-0.0	0.006956521739130441	0.7478044117647054	0.8362391214256109	0.8099710836335308	0.772907321704046	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008744	2.88571	2.94916	2.98249	2.99213	2.89617	2.89092	2.85086	2.88415	2.9593	2.96885	2.94233	2.92515	2.91702	2.85065	2.85902	2.95773	2.97016	2.98311	2.93346	2.89917	2.84479	3.18289	3.22287	3.22028	3.21953	3.21265	3.22643	3.23294	3.17349	3.22176	3.21601	3.21743	3.24066	3.22414	3.2241	3.18973	3.2122	3.22518	3.20639	3.20066	3.23518	3.24826	0.08698926603373403	0.07236510725206648	0.0720954404856338	0.07223252258234754	0.07225854154211829	0.07239525812888661	0.007550784511696623	0.007550784511696623	0.007550784511696623	0.007550784511696623	0.007550784511696623	0.007550784511696623	-0.375	-0.018	0.011	0.004	0.009	-0.0	-0.0	-0.0	-0.0	-0.0	0.3309204419889503	0.8018251427406193	0.8320235925389656	0.8595141063619689	0.8408502170767	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008746	2.77585	2.89544	2.89006	2.91283	2.84323	2.82831	2.78202	2.78325	2.85428	2.91538	2.89606	2.83979	2.83854	2.80044	2.75633	2.89516	2.90435	2.9346	2.86111	2.83372	2.74246	3.23458	3.26897	3.25802	3.26446	3.27084	3.25553	3.25255	3.26218	3.29777	3.22057	3.2376	3.26036	3.25622	3.27026	3.23293	3.26547	3.29289	3.24031	3.24551	3.24975	3.27808	0.10212076204323191	0.09883863868914029	0.09884880023557162	0.0990153644606716	0.09925368201968673	0.09977584088201122	0.010974506815099216	0.010974506815099216	0.010974506815099216	0.010974506815099216	0.010974506815099216	0.010974506815099216	-0.102	0.012	0.02	0.018	0.034	-0.0	-0.0	-0.0	-0.0	-0.0	0.5949514586322331	0.8276252736666954	0.7930529468392336	0.8018251427406193	0.7424119178082187	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008747	2.79834	2.86818	2.88509	2.91842	2.8439	2.82238	2.78224	2.79823	2.87855	2.87757	2.87379	2.83696	2.81465	2.83881	2.75276	2.88951	2.89184	2.90801	2.87221	2.80884	2.79537	3.16439	3.19558	3.20563	3.17927	3.17828	3.17109	3.14468	3.18835	3.21616	3.17629	3.17997	3.18931	3.13349	3.15535	3.16501	3.18045	3.20768	3.18292	3.18369	3.15923	3.15994	0.1469269177085369	0.10194515579297163	0.09511900539619875	0.09457182821241392	0.09410437193325173	0.0940945973865318	0.013463033702190784	0.013463033702190784	0.013465883512069766	0.013465883512069766	0.013465883512069766	0.013465883512069766	-0.678	-0.209	-0.028	-0.02	-0.013	-0.0	0.001	-0.0	-0.0	-0.0	0.15607268464243854	0.46327594936708866	0.7618017284569132	0.7930529468392336	0.8231483748987121	0.995220297029703	0.9838059701492538	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008752	2.83356	2.88031	2.88268	2.90722	2.80611	2.78022	2.755	2.81176	2.89957	2.92093	2.88437	2.8385	2.73011	2.75985	2.78987	2.94324	2.92963	2.91189	2.75782	2.7565	2.75614	3.17336	3.1937	3.19078	3.21659	3.18551	3.13315	3.17584	3.17652	3.21357	3.16774	3.21198	3.21034	3.10233	3.18646	3.1921	3.19442	3.2009	3.20868	3.1453	3.12429	3.20326	0.16177082536825374	0.15816429100509607	0.15599883012443364	0.10662520167979618	0.09517147213872969	0.22264790851990904	0.018586903974269927	0.018586903974269927	0.018586903974269927	0.01859124121749406	0.01859124121749406	0.018591924526708256	-0.093	-0.081	-0.596	-0.157	0.827	-0.0	-0.0	0.002	-0.0	0.002	0.6104384650317891	0.6298799660080728	0.19829636533084813	0.5212611985472154	0.08032043010752687	0.995220297029703	0.995220297029703	0.9710849056603774	0.995220297029703	0.9710849056603774
Ga0196617_10008753	2.85081	2.91017	2.92631	2.90884	2.82844	2.75602	2.75658	2.83423	2.90281	2.90769	2.85743	2.81849	2.81947	2.79705	2.79472	2.92531	2.91891	2.92984	2.82049	2.78725	2.76064	3.21708	3.27888	3.24288	3.24068	3.23676	3.19664	3.119	3.23126	3.26621	3.25176	3.24095	3.22129	3.17674	3.14371	3.22386	3.26298	3.27581	3.23361	3.17566	3.19051	3.16947	0.2045927867742627	0.07852486483556333	0.07224461391145548	0.0713517643374563	0.07107062256840593	0.07083980639992488	0.013299581177368434	0.013299581177368434	0.013299581177368434	0.013299581177368434	0.013299581177368434	0.013299581177368434	-0.895	-0.112	-0.027	-0.017	-0.018	-0.0	-0.0	-0.0	-0.0	-0.0	0.05055016181229771	0.5822592869608573	0.7652968345855395	0.8057251870324185	0.8018251427406193	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008757	2.89631	2.97839	3.01389	3.01525	2.90411	2.88718	2.87364	2.93188	2.98632	3.00355	2.94942	2.92295	2.89394	2.88072	2.9011	2.98337	2.99894	3.00056	2.93577	2.89682	2.85222	3.31962	3.35466	3.35023	3.35014	3.35697	3.3483	3.33155	3.33873	3.35213	3.35157	3.3552	3.35538	3.32084	3.33762	3.32355	3.34405	3.35756	3.35157	3.35084	3.3371	3.34679	0.07330531464174173	0.06792045748876983	0.06548585120353928	0.06405689067950814	0.06354026774301683	0.06351686550876867	0.007077921585325765	0.007077921585325765	0.007077921585325765	0.007077921585325765	0.007077921585325765	0.007077921585325765	-0.158	-0.106	-0.078	-0.03	-0.013	-0.0	-0.0	-0.0	-0.0	-0.0	0.5198963525835865	0.5896057434898999	0.6356762440141576	0.7548863871635605	0.8231483748987121	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008758	2.93797	2.98084	3.0048	3.01872	2.9359	2.92923	2.90435	2.95446	2.99828	3.01279	2.97931	2.94912	2.92243	2.89542	2.91831	3.00196	3.01819	2.9972	2.95448	2.92629	2.89538	3.29865	3.30944	3.33087	3.30923	3.29644	3.26206	3.22828	3.31153	3.33439	3.32396	3.28539	3.27618	3.26936	3.23414	3.29979	3.3192	3.33353	3.28838	3.28076	3.26649	3.24681	0.13093496487958176	0.10709786354695679	0.06226834545839399	0.061943869865557166	0.06180610950789086	0.06180531145692518	0.011206464285645836	0.011206464285645836	0.011206464285645836	0.011206464285645836	0.011206464285645836	0.011206464285645836	-0.241	-0.781	-0.013	-0.012	-0.005	-0.0	-0.0	-0.0	-0.0	-0.0	0.435671653543307	0.1040615384615385	0.8231483748987121	0.8276252736666954	0.8563355229914095	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008759	2.99448	3.06078	3.06263	3.07961	2.95826	2.94455	2.92445	2.99502	3.04281	3.05404	3.02302	2.98585	2.96399	2.96003	2.95999	3.0454	3.05654	3.0694	3.00253	2.95161	2.93929	3.15094	3.19421	3.18099	3.19669	3.20303	3.17502	3.18097	3.17058	3.20565	3.15664	3.21359	3.17933	3.16531	3.19076	3.17959	3.19067	3.18993	3.194	3.17367	3.17312	3.18087	0.0752719441987192	0.07389749097433798	0.07385747182077734	0.07374401161393594	0.0736835701848073	0.07380968632540841	0.009385364296316298	0.009385364296316298	0.009385364296316298	0.009385364296316298	0.009385364296316298	0.009385364296316298	-0.053	-0.007	-0.008	-0.008	0.009	-0.0	-0.0	-0.0	-0.0	-0.0	0.6901435871231474	0.8492449134527783	0.8451763879128598	0.8451763879128598	0.8408502170767	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000878	2.79397	2.89468	2.90987	2.92428	2.87785	2.86071	2.84987	2.82548	2.89446	2.90886	2.89848	2.8781	2.8685	2.83736	2.79917	2.90112	2.91039	2.91141	2.89303	2.86698	2.82915	3.18169	3.24547	3.22828	3.23334	3.22846	3.20974	3.20519	3.21502	3.24351	3.21282	3.21953	3.22836	3.21122	3.20169	3.19042	3.22415	3.24407	3.21239	3.23015	3.21497	3.216	0.14588555094633462	0.07891937214543118	0.07824936272598704	0.07815384198055031	0.07804921175912474	0.07799729031464965	0.010255328027473566	0.010255328027473566	0.010255328027473566	0.010255328027473566	0.010255328027473566	0.010255328027473566	-0.922	-0.04	-0.013	-0.01	-0.011	-0.0	-0.0	-0.0	-0.0	-0.0	0.03735930735930736	0.7236586888657643	0.8231483748987121	0.8362391214256109	0.8320235925389656	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008923	2.96293	3.02596	3.00147	2.96269	2.89331	2.88161	2.95239	2.93335	2.99274	2.9711	2.95753	2.90608	2.90466	3.01491	2.94324	3.00802	2.98009	2.98716	2.93134	2.89331	2.93721	3.17828	3.2219	3.19151	3.19322	3.22879	3.14176	3.14336	3.20837	3.22602	3.17823	3.17962	3.16665	3.17641	3.16351	3.21551	3.18502	3.17198	3.14735	3.21156	3.16364	3.20377	0.10397250772789347	0.10385973785075643	0.10395389841732665	0.10402147947816844	0.10391504834085347	0.10413135008697585	0.014273718716121049	0.014273718716121049	0.014273718716121049	0.014273718716121049	0.014273718716121049	0.014273718716121049	-0.022	0.011	0.013	-0.015	0.021	-0.0	-0.0	-0.0	-0.0	-0.0	0.7848037090827835	0.8320235925389656	0.8231483748987121	0.8142515669515664	0.7883629783967535	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008924	2.8911	2.9851	2.97559	2.94131	2.87139	2.85972	2.89496	2.88745	2.95926	2.9436	2.89992	2.85797	2.8672	3.00376	2.88034	2.96681	2.94551	2.95355	2.9001	2.85612	2.91674	3.24673	3.2928	3.2476	3.2757	3.2594	3.25033	3.24905	3.25284	3.28517	3.27188	3.26409	3.26846	3.22829	3.2509	3.25063	3.26607	3.28954	3.27075	3.24195	3.24348	3.25919	0.11330305207529558	0.06507771553820675	0.06377776616818603	0.0636464226125811	0.0636547583660908	0.06419529006740018	0.008441530516689858	0.008441530516689858	0.008441530516689858	0.008441530516689858	0.008441530516689858	0.008441530516689858	-0.76	-0.05	-0.011	0.012	0.023	-0.0	-0.0	-0.0	-0.0	-0.0	0.11621913580246913	0.6969427860696513	0.8320235925389656	0.8276252736666954	0.7801637299771161	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008944	2.97875	3.02036	3.02038	3.00452	2.97947	2.95731	2.97499	2.96345	3.00811	3.00725	2.99848	2.98814	2.96509	3.00526	2.97353	3.0219	3.00903	3.01684	2.98812	2.96849	2.95784	3.25631	3.29791	3.28441	3.26362	3.26192	3.2477	3.25302	3.29592	3.30036	3.26021	3.2687	3.25775	3.2369	3.24506	3.29298	3.27745	3.29424	3.24315	3.24208	3.25127	3.26373	0.07763316423512841	0.07738867024252874	0.07734979845570036	0.07741948527479565	0.07753070333655476	0.07813402523592965	0.010562556624364403	0.010562556624364403	0.010562556624364403	0.010562556624364403	0.010562556624364403	0.010562556624364403	-0.015	-0.004	0.004	0.012	0.024	-0.0	-0.0	-0.0	-0.0	-0.0	0.8142515669515664	0.8595141063619689	0.8595141063619689	0.8276252736666954	0.7763721716818283	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10008946	2.96461	3.02564	3.03228	3.04246	3.00646	3.00249	2.99896	2.96535	3.02091	3.02686	3.02795	3.01662	3.00312	3.01209	2.97194	3.03334	3.03085	3.03989	3.01307	3.0091	2.97471	3.25812	3.29235	3.26465	3.2331	3.25698	3.23088	3.25688	3.27988	3.28488	3.22357	3.26884	3.24247	3.23529	3.25803	3.27626	3.25981	3.28206	3.24435	3.23637	3.23288	3.26123	0.06591745804529772	0.06572646083725621	0.06580407998226238	0.0659517739231501	0.06645744964238468	0.07604404906855435	0.008955617851310226	0.008955617851310226	0.008955617851310226	0.008955617851310226	0.008955617851310226	0.008955617851310226	-0.013	0.01	0.008	0.032	0.229	-0.0	-0.0	-0.0	-0.0	-0.0	0.8231483748987121	0.8362391214256109	0.8451763879128598	0.7478044117647054	0.44484194412552613	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_1000898	2.87926	2.98276	2.94968	2.90449	2.80627	2.8132	2.89139	2.85016	2.95185	2.90134	2.8902	2.83323	2.85991	2.94036	2.85408	2.96402	2.92802	2.93186	2.85128	2.83699	2.8608	3.22608	3.26959	3.25774	3.25267	3.25973	3.23055	3.25777	3.24178	3.25863	3.25601	3.25276	3.25031	3.24056	3.25407	3.23522	3.25522	3.25943	3.25589	3.24778	3.23554	3.26504	0.058123566300554215	0.054396682713211957	0.05420218372577152	0.05419108772070499	0.05420687261279347	0.05503812445847946	0.006140027618106001	0.006140027618106001	0.006140027618106001	0.006140027618106001	0.006140027618106001	0.006140027618106001	-0.126	-0.015	-0.005	0.004	0.029	-0.0	-0.0	-0.0	-0.0	-0.0	0.5606245989304811	0.8142515669515664	0.8563355229914095	0.8595141063619689	0.757986481316158	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10009010	2.90647	2.94112	2.95087	2.96453	2.87656	2.86041	2.80413	2.91731	2.95458	2.95337	2.93577	2.89643	2.85232	2.79432	2.88855	2.97129	2.97477	2.96175	2.89433	2.85196	2.76144	3.26141	3.28185	3.2639	3.24273	3.26652	3.2676	3.27108	3.26928	3.27978	3.25499	3.26663	3.26377	3.2572	3.26345	3.25854	3.27011	3.2603	3.25865	3.26573	3.26317	3.27861	0.04093569841465335	0.04091904839620907	0.04093562372723057	0.041032391473973334	0.041090512846254416	0.04128050834206773	0.004649804858177336	0.004649804858177336	0.004649804858177336	0.004649804858177336	0.004649804858177336	0.004649804858177336	-0.001	0.005	0.01	0.005	0.008	-0.0	-0.0	-0.0	-0.0	-0.0	0.865441962478067	0.8563355229914095	0.8362391214256109	0.8563355229914095	0.8451763879128598	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10009039	2.96833	3.05936	3.0766	3.0628	2.91447	2.90034	2.86466	2.93684	3.02848	3.05692	3.01677	2.9773	2.93498	2.89527	2.89269	3.03902	3.06174	3.06965	2.96211	2.91575	2.9056	3.28225	3.33596	3.34231	3.33732	3.34305	3.34844	3.33804	3.30115	3.34311	3.32382	3.34265	3.31839	3.35132	3.34693	3.29473	3.32502	3.35064	3.33854	3.31304	3.3544	3.35101	0.18387102997744853	0.13222079920403773	0.1301025566081735	0.13016173344394874	0.13130976621327375	0.1313655837451849	0.013671310578445905	0.013671310578445905	0.013671310578445905	0.013671310578445905	0.013671310578445905	0.013671310578445905	-0.733	-0.074	0.021	0.046	0.031	-0.0	-0.0	-0.0	-0.0	-0.0	0.1277570621468927	0.6440026283865747	0.7883629783967535	0.706880478087649	0.7514806099645057	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10009047	2.8658	2.91293	2.93564	2.95978	2.84238	2.80796	2.81927	2.87442	2.91838	2.92393	2.89534	2.85709	2.8429	2.83169	2.85106	2.91298	2.92702	2.94694	2.88099	2.82873	2.79604	3.2205	3.23902	3.22765	3.22994	3.21114	3.19583	3.1874	3.21532	3.23334	3.21556	3.23864	3.21826	3.19813	3.19223	3.21506	3.22792	3.23959	3.23646	3.20909	3.19587	3.18748	0.11784435418463464	0.1044526410162711	0.09657853958884347	0.07927019182537381	0.07890510479500962	0.07899636112613079	0.012115509343461145	0.012115509343461145	0.012115509343461145	0.012124184210446691	0.012124184210446691	0.012124184210446691	-0.283	-0.248	-0.49	-0.027	0.007	-0.0	-0.0	0.002	-0.0	-0.0	0.4010188762071991	0.43043857543017205	0.255918663761801	0.7652968345855395	0.8492449134527783	0.995220297029703	0.995220297029703	0.9710849056603774	0.995220297029703	0.995220297029703
Ga0196617_1000905	2.98449	3.0759	3.08358	3.10278	3.00889	2.97799	2.96478	2.97122	3.10033	3.09875	3.06216	3.0145	2.99212	2.95934	2.95791	3.10743	3.09845	3.08413	3.01715	2.98943	2.94391	3.28215	3.35683	3.3492	3.3565	3.37362	3.3424	3.34647	3.31178	3.36164	3.35201	3.3435	3.35895	3.32818	3.35111	3.28929	3.34764	3.37397	3.33444	3.34796	3.34278	3.37108	0.19647270263022146	0.09413544004531042	0.09228479274911842	0.09247792846237418	0.09251194525022376	0.09392236659532074	0.010347269908443958	0.010347269908443958	0.010347269908443958	0.010347269908443958	0.010347269908443958	0.010347269908443958	-0.95	-0.061	0.015	0.014	0.05	-0.0	-0.0	-0.0	-0.0	-0.0	0.026061728395061746	0.6709539956011727	0.8142515669515664	0.8187050499445055	0.6969427860696513	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
Ga0196617_10009050	2.90758	2.93863	2.92466	2.92352	2.82301	2.79273	2.74632	2.91036	2.93962	2.91438	2.88296	2.82563	2.81197	2.77154	2.88412	2.95946	2.94523	2.92068	2.81867	2.80125	2.72704	3.23392	3.2511	3.24762	3.24237	3.22005	3.20914	3.2012	3.23934	3.25201	3.22995	3.22968	3.2316	3.22242	3.20039	3.23268	3.24074	3.25254	3.22482	3.22131	3.21674	3.21657	0.044235450060927425	0.042463180819113405	0.04232914212717787	0.04226701140358533	0.04226701140358533	0.042234824453209335	0.006225151333997698	0.006225151333997698	0.006225151333997698	0.006225151333997698	0.006225151333997698	0.006225151333997698	-0.082	-0.011	-0.005	-0.0	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.6282796411023284	0.8320235925389656	0.8563355229914095	0.8661858935641901	0.8641228871319517	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703	0.995220297029703
