t1A	t1B	t1C	t2A	t2B	t2C	t3A	t3B	t3C	t4A	t4B	t4C	t5A	t5B	t5C	t6A	t6B	t6C	t7A	t7B	t7C	t8A	t8B	t8C	Unique_peptides
Ga0196617_10004429	7.0416E+07	6.7607E+07	2.1119E+07	2.6492E+08	1.7696E+08	1.6794E+08	2.2878E+08	1.3998E+08	2.13E+08	5.0319E+07	8.7822E+07	1.3178E+08	9.3745E+07	5.4749E+07	7.447E+07	2.8901E+07	2.8412E+07	2.2474E+07	1.9412E+07	2.989E+07	2.3045E+07	3.4694E+07	2.7335E+07	2.3416E+07	11
Ga0196617_1000443	9371500	5.588E+07	2.4E+07	4.7571E+07	3.9517E+07	1.7878E+07	1.5357E+07	2.9636E+07	8106900	3.2232E+07	8154400	7740400	1.6513E+07	1.3719E+07	1.5021E+07	5473400	4280000	1.0597E+07	1.483E+07	1.3309E+07	1.5189E+07	4.509E+07	2.7354E+07	1.2688E+07	36
Ga0196617_10004430	964840	1776500	1940900	2213200	4922700	4130500	4930800	7453300	2527400	3793600	2844400	3188500	4169500	2332300	1132000	1232000	0	2014700	1662000	0	2872100	0	0	0	5
Ga0196617_10004431	4.3467E+09	2.4871E+09	1.5439E+09	9.9557E+09	4.8551E+09	4.839E+09	3.9193E+09	6.0147E+09	8.1568E+09	6.5087E+09	8.4127E+09	5.8744E+09	1.1319E+10	9.703999E+09	8.9197E+09	6.215E+09	5.471E+09	5.6345E+09	3.5678E+09	5.0735E+09	7.0212E+09	3.9258E+09	4.5257E+09	3.6048E+09	27
Ga0196617_10004432	2189900	3047800	1559200	4353200	3378200	3392600	958880	1795800	1078800	0	0	0	0	0	0	0	0	0	0	1609400	0	0	1491200	0	8
Ga0196617_10004433	2.8757E+08	1.7065E+08	8.0051E+07	3.6448E+08	2.4668E+08	3.626E+08	3.7902E+08	7.3168E+08	7.3217E+08	5.0048E+08	6.521E+08	3.7097E+08	9.0441E+08	4.6318E+08	5.9698E+08	1.9981E+08	1.5358E+08	2.1595E+08	9.6214E+07	1.2553E+08	1.3013E+07	8.5621E+07	7.7258E+07	7.3609E+07	19
Ga0196617_10004434	1073900	2525200	807390	5512300	5101100	3535500	3952500	2273400	2337600	867170	2244700	1809400	0	2950100	0	0	3230200	0	1395100	0	0	0	0	2258800	13
Ga0196617_10004435	1.9E+07	5464100	5298000	2.4043E+07	7699000	6852500	3.2317E+07	1.4728E+07	3.9609E+07	1.8978E+07	2.7978E+07	2.5048E+07	5.6433E+07	4.2052E+07	9.5274E+07	4.6749E+07	1.7756E+07	4.9481E+07	2.6764E+07	3.4124E+07	3.6955E+07	7.0231E+07	4.2346E+07	4.9073E+07	13
Ga0196617_10004436	3.1998E+07	1.069E+07	9222900	5.8336E+07	2.0036E+07	3.2466E+07	4.9684E+07	5.641E+07	6.9555E+07	6.2605E+07	7.2262E+07	5.0608E+07	1.2839E+08	6.6708E+07	8.6534E+07	2.0063E+07	5.1659E+07	4.7764E+07	2.803E+07	5.8657E+07	4.4434E+07	2.7795E+07	1.6097E+07	1.276E+07	16
Ga0196617_10004439	2.4873E+07	3.1467E+07	2.2936E+07	8.7816E+07	4.9191E+07	7.6928E+07	6.7105E+07	7.2721E+07	6.2261E+07	4.9729E+07	4.368E+07	4.8698E+07	2.9914E+07	3.2655E+07	3.6099E+07	2604900	4156700	4168800	1679000	1498600	2721300	747960	1596600	619000	19
Ga0196617_10004440	7634500	7291100	3139300	2.0013E+07	1.7344E+07	2.55E+07	2.0973E+07	1.795E+07	1.0992E+07	1.1554E+07	1.5703E+07	1.5331E+07	2133600	2484200	2509100	1610700	1932900	2540100	1230200	3407000	2034300	1725600	3674900	7226300	21
Ga0196617_10004441	7229500	5270500	6100800	2.6192E+07	2.313E+07	1.8596E+07	4.3939E+07	3.0329E+07	1.7373E+07	2.2227E+07	1.6026E+07	3.1225E+07	3.7847E+07	2.764E+07	1.3666E+07	2.2816E+07	1.8905E+07	1.2739E+07	1.1722E+07	1.1167E+07	2.51E+07	1.9409E+07	6533000	1.9383E+07	13
Ga0196617_10004442;Ga0196617_1085581;Ga0196617_1154111	2152600	1682100	1645900	9617800	9436100	7767600	1.3459E+07	1.0555E+07	7547700	5678000	7708500	1.1537E+07	8825900	7656800	4060300	6296900	3240500	3520700	2912900	3679400	5390100	5455600	2916500	3274100	8
Ga0196617_10004443	2.6531E+07	4900000	4119500	6.0033E+07	7.4139E+07	4.7746E+07	8.4477E+07	5.5843E+07	3.0727E+07	7286900	9898300	3.7513E+07	3.9162E+07	2.4275E+07	2.8327E+07	3813800	1514100	4447400	2840000	9350500	9621300	2.4738E+07	3.3462E+07	3.2303E+07	4
Ga0196617_10004444	4262900	1107900	1125700	1.0227E+07	7297300	5679500	9544400	9698100	8981900	7088900	8391200	5140100	7627500	4148900	2998000	2452900	3604400	2522500	2400100	2234700	3035500	1799300	2517200	1503800	7
Ga0196617_10004446	4.6812E+07	2.3314E+07	2.1295E+07	1.0072E+08	7.2701E+07	7.7984E+07	6.6064E+07	6.4539E+07	6.5802E+07	5.7027E+07	4.4336E+07	6.1694E+07	5.2464E+07	5.4619E+07	7.4347E+07	2.7867E+07	2.508E+07	5.0153E+07	1.7716E+07	2.6361E+07	3.5544E+07	1.608E+07	1.5152E+07	1.1544E+07	21
Ga0196617_10004447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	927200	0	0	0	0	0	3
Ga0196617_10004448;Ga0196617_10000294	8.7222E+07	6.5364E+07	4.8907E+07	1.1074E+08	8.4636E+07	7.6488E+07	8.8121E+07	9.116E+07	9.2107E+07	1.2119E+08	1.3276E+08	1.5459E+08	1.0814E+08	9.6351E+07	9.4672E+07	3.3668E+07	3.2332E+07	7.0038E+07	2.7832E+07	6.6334E+07	3.0532E+07	3.7203E+07	4.1284E+07	4.1019E+07	29
Ga0196617_10004449;Ga0196617_1078631	2.6271E+08	2.0563E+08	1.2528E+08	3.3117E+08	1.7241E+08	2.6311E+08	2.4524E+08	2.7323E+08	2.9889E+08	2.7399E+08	2.8993E+08	1.4902E+08	1.3338E+08	9.3424E+07	1.2641E+08	3.6975E+07	3.4598E+07	2.5591E+07	3.2247E+07	2.5846E+07	3.1461E+07	3.086E+07	2.595E+07	1.7026E+07	47
Ga0196617_10004450	2.4757E+07	1.1895E+07	6110100	5.2544E+07	5.1029E+07	3.9013E+07	4.565E+07	4.8447E+07	3.8286E+07	2.9658E+07	3.2454E+07	4.7321E+07	5.5761E+07	3.8952E+07	3.8662E+07	8749500	1.2174E+07	1.7917E+07	2.6795E+07	2.4224E+07	1.9154E+07	3.34E+07	3.2933E+07	2.7373E+07	9
Ga0196617_10004451;Ga0196617_1163701;Ga0196617_1143331	1.4676E+07	1.796E+07	1.343E+07	2.7925E+07	2.9972E+07	1.7192E+07	1.0772E+07	1.2831E+07	8378800	6583100	4340200	3057900	6387300	0	1476700	2891800	0	7107100	0	6185800	0	5916600	0	3096700	25
Ga0196617_10004455;Ga0196617_1023881	2.9963E+07	1.4777E+07	1.0782E+07	4.168E+07	2.6478E+07	3.6497E+07	2.9719E+07	5.9974E+07	6.1E+07	3.301E+07	3.4526E+07	4.0136E+07	2.0379E+07	2.0117E+07	3.4967E+07	3733100	4857900	5196400	4386800	5222800	1579700	913440	1793000	3571700	29
Ga0196617_10004456	446800	0	0	677270	0	0	0	882570	1683600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Ga0196617_10004457	8050500	6674400	6187100	1.1695E+07	6309900	5832200	7817500	9761900	6863800	5558900	3961600	4635200	3295700	1540400	2070200	3098700	6031600	8325900	5226600	2253800	5083700	5288200	1899400	3620800	9
Ga0196617_10004458	2.528E+07	2.8051E+07	2.3299E+07	4.9951E+07	5.3735E+07	3.9219E+07	6.6733E+07	3.6819E+07	3.8086E+07	5.2755E+07	3.7703E+07	5.4334E+07	1.3756E+08	9.2459E+07	8.2569E+07	1.1519E+08	1.0126E+08	4.4854E+07	1.0459E+08	4.4327E+07	1.3935E+08	6.6874E+07	9.7742E+07	1.0193E+08	14
Ga0196617_10004459	8.3932E+08	4.9814E+08	3.3411E+08	8.2806E+08	5.5157E+08	8.5367E+08	8.3185E+08	1.4055E+09	1.5784E+09	1.001E+09	1.7408E+09	1.7312E+09	9.9022E+08	8.1687E+08	8.7016E+08	2.5234E+08	2.8658E+08	3.4589E+08	1.828E+08	2.353E+08	1.4178E+08	7.7215E+07	8.3608E+07	6.6156E+07	50
Ga0196617_1000446	3.9492E+08	2.8854E+08	1.444E+08	7.5051E+08	6.278E+08	5.6009E+08	7.2128E+08	9.8202E+08	7.9006E+08	1.124E+09	6.4378E+08	7.0704E+08	1.7368E+09	6.2711E+08	8.8939E+08	1.2952E+09	6.3594E+08	8.3392E+08	8.3642E+08	1.0928E+09	3.2369E+08	9.9192E+08	7.585E+08	1.204E+09	15
Ga0196617_10004460;Ga0196617_10014031	1571500	1382500	1549100	3005100	3105700	1710100	2612100	3708200	4411100	2278300	4296600	7164700	0	2093900	2489800	1564200	1483900	2204800	0	2878900	0	0	0	0	6
Ga0196617_10004461	2.7382E+07	2.2625E+07	1.0519E+07	4.3912E+07	3.9258E+07	2.1266E+07	3.5083E+07	4.5377E+07	3.696E+07	4.1217E+07	6.6893E+07	7.6839E+07	4.1709E+07	1.9448E+07	2.107E+07	5977100	4188700	3871900	2053000	3146400	1966200	2024700	593820	1237400	22
Ga0196617_10004462	768290	917420	584510	5590500	5667700	2608400	4648500	6233900	8040700	1760200	2771800	8881300	635620	679010	1023800	774080	0	1137800	0	557700	0	0	0	0	9
Ga0196617_10004463	4.1509E+07	2.4103E+07	1.9713E+07	4.2307E+07	4.2955E+07	3.8146E+07	6.8895E+07	8.9881E+07	7.9597E+07	4.9538E+07	3.7643E+07	5.7505E+07	4.97E+07	3.454E+07	2.2069E+07	7022400	3536500	3688800	3767500	5873900	6256800	4387100	7707400	5435500	11
Ga0196617_10004465	5.8317E+07	3.1784E+07	1.4276E+07	4.4377E+07	4.0231E+07	4.5389E+07	4.3266E+07	5.1312E+07	3.1721E+07	6.6052E+07	4.9144E+07	5.8684E+07	4.4145E+07	3.9372E+07	3.0462E+07	5.5841E+07	7.1585E+07	8.7843E+07	8.7325E+07	1.4474E+08	9.2643E+07	7.9975E+07	6.9187E+07	7.7681E+07	26
Ga0196617_10004466	2.2644E+08	1.7549E+08	1.0497E+08	2.6968E+08	2.8027E+08	2.6433E+08	2.0745E+08	3.1205E+08	2.2272E+08	2.031E+08	1.24E+08	2.0745E+08	2.2242E+08	8.9374E+07	1.1506E+08	4.4259E+07	3.2048E+07	2.0775E+07	2.2913E+07	3.1142E+07	1.5507E+07	2.8841E+07	8206400	4.0087E+07	12
Ga0196617_10004467	3.9842E+07	2.2062E+07	1.2598E+07	4.2818E+07	4.3755E+07	4.16E+07	3.4379E+07	3.2898E+07	3.2826E+07	4.3078E+07	3.7885E+07	3.3923E+07	3.3802E+07	2.6115E+07	3.4786E+07	4354400	4835200	8731800	2541000	5304000	1133700	0	1600400	1846500	12
Ga0196617_10004468	3.2435E+07	1.7125E+07	1.1076E+07	4.7452E+07	6.8434E+07	4.1856E+07	9.5515E+07	8.6556E+07	5.9531E+07	4.335E+07	3.7336E+07	1.0508E+08	1.0692E+08	8.3778E+07	5.5283E+07	1.8379E+07	2591000	9687300	1942000	7860700	1.04E+07	3317200	4387800	3253900	10
Ga0196617_10004469	2896800	2546100	1272400	6237400	8224600	4808400	9201400	8833900	5713800	1.0144E+07	6128300	7844600	4753600	3247500	1765000	1897900	1317700	0	988200	0	4069700	0	0	0	9
Ga0196617_1000447	9.4758E+07	5.4082E+07	4.6681E+07	7.2147E+07	6.4605E+07	7.7595E+07	8.3275E+07	7.7784E+07	1.0996E+08	9.6174E+07	1.1166E+08	1.0917E+08	1.5151E+08	1.1665E+08	1.7791E+08	1.4597E+08	1.2204E+08	1.5809E+08	1.817E+08	2.2309E+08	1.8867E+08	1.6837E+08	2.0798E+08	1.9968E+08	40
Ga0196617_10004470;Ga0196617_1102661;Ga0196617_1154161;Ga0196617_1162461	1.189E+08	6.9181E+07	3.6974E+07	1.3175E+08	9.01E+07	1.2916E+08	1.1505E+08	1.4386E+08	1.166E+08	9.3065E+07	8.9047E+07	8.9174E+07	4.5666E+07	3.3485E+07	5.4723E+07	1.6925E+07	1.3079E+07	1.5179E+07	1.317E+07	9465200	8848000	6982700	4101300	5807300	37
Ga0196617_10004471	1215100	0	0	1771300	1973500	1749100	3361000	2404300	1543300	0	0	0	0	1505000	823020	1947900	0	0	0	0	0	0	0	0	7
Ga0196617_10004474	778920	0	1111400	1810500	2563500	1421800	7529200	3614200	3666200	1426400	3855700	1866900	1603300	1200000	2143800	0	0	0	0	0	0	0	0	0	8
Ga0196617_10004475	2.8692E+09	3.2052E+09	1.9094E+09	4.393E+09	3.9532E+09	3.6592E+09	2.8797E+09	5.2478E+09	5.7718E+09	6.4143E+09	6.7656E+09	7.3392E+09	6.6156E+09	3.6894E+09	4.87E+09	1.9504E+09	1.7694E+09	1.2792E+09	1.1438E+09	1.1974E+09	7.7448E+08	3.7085E+08	3.9975E+08	3.5602E+08	86
Ga0196617_10004476	4624800	3310900	2068200	1173300	969130	938400	9948000	8869500	7231700	7957500	6892000	5597400	1.3089E+07	3276400	7020600	2.3391E+07	1.5242E+07	2.3309E+07	2.5808E+07	2.2256E+07	3.5025E+07	3.4502E+07	1.8499E+07	2.5976E+07	23
Ga0196617_1000448	3724000	3416800	2865500	8894800	4288700	1.1295E+07	1.3105E+07	1.2159E+07	1.3373E+07	1.526E+07	1.4616E+07	8678800	1.1778E+07	1.7467E+07	2.3945E+07	1.3952E+07	1.4126E+07	2.1584E+07	1.6622E+07	2.71E+07	1.742E+07	7660800	8173300	9530200	15
Ga0196617_1000449	4.3932E+07	3.5533E+07	1.9939E+07	6.0976E+07	7.4478E+07	5.4776E+07	9.1556E+07	1.1008E+08	1.073E+08	1.451E+08	1.0414E+08	1.1759E+08	1.8939E+08	1.7076E+08	1.9367E+08	1.162E+08	1.0332E+08	1.5366E+08	1.7513E+08	1.4377E+08	1.552E+08	1.7153E+08	1.7438E+08	1.4214E+08	14
Ga0196617_10004510	1842900	1767200	1234400	5635100	9794200	5158900	5317300	6027300	3088400	3091800	4070600	3881500	3069800	1701700	1826200	1620000	1520800	0	0	1.0067E+07	0	0	0	781200	11
Ga0196617_10004511	3.5754E+08	4.7201E+08	1.6218E+08	2.0889E+08	4.2195E+08	2.9711E+08	3.7043E+08	3.8812E+08	3.5131E+08	5.6329E+08	2.232E+08	1.7252E+08	6.103E+08	6.0633E+08	5.6427E+08	7.7083E+08	4.1098E+08	4.7343E+08	4.3192E+08	3.8609E+08	1.3755E+08	3.1847E+08	2.6333E+08	2.0949E+08	15
Ga0196617_10004512	6.1716E+07	5.6543E+07	9504600	1.9241E+08	1.462E+08	1.5668E+08	8.9134E+07	7.6639E+07	1.2661E+08	3.8707E+07	4.1071E+07	6.5633E+07	9.3709E+07	7.7061E+07	8.7953E+07	4.5108E+07	4.6301E+07	1.6497E+07	3.4893E+07	2.0123E+07	2.2735E+07	2.8972E+07	3.4934E+07	2.683E+07	9
Ga0196617_10004513	1.3242E+08	1.5037E+08	1.2868E+08	2.0599E+08	1.7908E+08	1.5032E+08	1.6131E+08	1.2992E+08	1.6372E+08	2.2662E+08	1.8954E+08	1.6155E+08	8.1462E+07	5.1329E+07	8.2171E+07	2.2871E+08	1.509E+08	1.4109E+08	1.9564E+08	1.716E+08	4.2628E+08	2.0393E+08	6.1045E+07	7.9678E+07	9
Ga0196617_10004515;Ga0196617_1059841;Ga0196617_100007199	2.1238E+08	1.4998E+08	1.452E+08	4.8454E+08	4.3448E+08	4.156E+08	5.7036E+08	3.7244E+08	5.5461E+08	5.6201E+08	5.1858E+08	4.7837E+08	5.0565E+08	4.6626E+08	5.3171E+08	9.8155E+07	1.15E+08	9.9164E+07	4.8489E+07	8.1391E+07	3.3293E+07	2.7538E+07	2.3534E+07	3.2208E+07	27
Ga0196617_10004516	6.9755E+07	5.7161E+07	2.9695E+07	1.8284E+08	1.5392E+08	1.5181E+08	8.0594E+07	1.7085E+08	2.1524E+08	7.3939E+07	1.3406E+08	1.2187E+08	2.0683E+08	8.4197E+07	1.7356E+08	5.6989E+07	6.4744E+07	9.1372E+07	5.2508E+07	8.3407E+07	2.5642E+07	4.2115E+07	4.6474E+07	3.4197E+07	56
Ga0196617_10004521;Ga0196617_1119741	3.916E+07	5.4958E+07	1.6691E+07	4.1064E+07	2.1575E+07	2.7466E+07	2.4681E+07	3.7423E+07	2.473E+07	1.7888E+07	2.9663E+07	1.7848E+07	1.2427E+07	1.0301E+07	2.4595E+07	1.5783E+07	1.2977E+07	1.6256E+07	8420800	1.545E+07	7084800	9845400	1.7449E+07	1.1647E+07	32
Ga0196617_10004526	0	0	0	0	0	527850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10004527	1.5873E+07	2.0695E+07	1.3475E+07	4.0445E+07	5.9044E+07	3.4078E+07	5.7295E+07	4.3786E+07	4.9226E+07	3.8482E+07	5.7015E+07	6.0643E+07	1.137E+07	9471600	7068000	1.3642E+07	1.1905E+07	2.2961E+07	1.0932E+07	2.6766E+07	4332500	5619400	1636500	1755900	30
Ga0196617_10004528	1.1139E+08	6.2548E+07	4.642E+07	1.5077E+08	1.4923E+08	1.8661E+08	1.0806E+08	1.0291E+08	5.5668E+07	3.6625E+07	2.8752E+07	3.2571E+07	3.0184E+07	7414600	1.1614E+07	1.4186E+07	4290500	0	2383900	1798200	781070	0	0	0	7
Ga0196617_10004529	2.6366E+07	2.2619E+07	3.4415E+07	8.2708E+07	8.4156E+07	6.1623E+07	1.0612E+08	1.023E+08	6.775E+07	1.1137E+08	1.0979E+08	1.2017E+08	8.1198E+07	5.602E+07	4.2664E+07	2.3931E+07	1.5397E+07	1.4608E+07	7901000	8338300	1.9938E+07	1.0981E+07	1.0155E+07	6188400	65
Ga0196617_10004532	1.5408E+08	8.3192E+07	5.4089E+07	1.0404E+08	1.2438E+08	1.153E+08	6.6552E+07	7.9038E+07	9.0666E+07	6.4774E+07	6.6563E+07	7.3963E+07	7.8892E+07	3.5666E+07	7.0069E+07	5.2501E+07	4.0306E+07	8.1202E+07	5.1233E+07	7.3238E+07	2.2372E+07	3.4261E+07	1.7012E+07	2.7707E+07	47
Ga0196617_10004534	2.9309E+07	3.3662E+07	1.2626E+07	1.2978E+08	8.1181E+07	6.3683E+07	6.1323E+07	9.2439E+07	9.6014E+07	3.0843E+07	6.1013E+07	1.5276E+08	2.4805E+08	4.8294E+07	3.2192E+07	1.0663E+08	1.1738E+07	2.5513E+07	5953900	5496800	6.1474E+07	2.7462E+07	5582400	8275000	19
Ga0196617_10004538	6.8752E+07	9.1849E+07	4.6926E+07	1.6612E+08	1.1792E+08	1.4516E+08	1.2386E+08	1.5553E+08	2.5492E+08	1.6543E+08	1.5466E+08	1.273E+08	1.498E+08	1.4354E+08	1.4237E+08	5.188E+07	4.1149E+07	3.1725E+07	7.5794E+07	2.2259E+07	3.9042E+07	2.3532E+07	2.92E+07	2.4961E+07	9
Ga0196617_10004539	0	0	0	1663700	282230	618070	702150	993680	503380	489760	1298700	1062800	0	1155800	2321700	1636900	1740300	0	1494400	0	298710	7503400	4268600	5642700	3
Ga0196617_10004540	0	0	0	0	0	0	0	0	0	0	0	1956300	0	0	0	0	0	0	0	0	0	0	0	0	2
Ga0196617_10004542	0	1920700	0	9290600	4866200	5831400	4127200	6285900	3597700	1846700	1879400	0	3176400	0	3023200	1422700	0	2422600	0	0	1881400	0	0	0	14
Ga0196617_10004543	1.2676E+07	4947200	5522600	5718300	0	1338100	1475700	5484200	0	1817500	4711500	3219100	0	0	0	0	1796000	2103600	953040	0	802450	0	0	0	7
Ga0196617_10004547	0	0	0	0	0	0	0	58572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ga0196617_10004548	1864200	1772200	0	5397400	7416300	5958900	1.3411E+07	6289600	7353700	3187400	3648900	9998300	4809300	6102200	4704200	3485500	2616200	2336000	2756400	5611800	2411400	0	5716800	5836400	6
Ga0196617_10004549	2323000	4145500	2109300	2563900	4186800	1505100	2579800	0	2059800	1359700	1522400	2537400	0	0	0	1816900	1574900	2501000	1426900	1516700	1915600	0	0	2239400	5
Ga0196617_10004550	471680	0	0	2294300	658960	1851000	524340	3356500	1399800	0	0	1011600	0	1212700	939920	763090	720100	1014800	1623200	3436900	497890	3998700	758300	679990	3
Ga0196617_10004551	1.5511E+07	1.4404E+07	5745100	3.9264E+07	2.3398E+07	3.9203E+07	2.0912E+07	3.5595E+07	2.3924E+07	3.0535E+07	2.8142E+07	2.6921E+07	2.7988E+07	2.7347E+07	1.7993E+07	3.6386E+07	2.085E+07	3.5538E+07	3.6299E+07	3.6947E+07	6.1377E+07	2.2615E+07	1.8163E+07	1.5083E+07	29
Ga0196617_10004552	1.6869E+07	8409400	4459700	1.7911E+07	8441700	1.5643E+07	1.4505E+07	1.4731E+07	1.0548E+07	1.3148E+07	6187900	8384200	1.1682E+07	1.0809E+07	7592400	9604700	7827600	1.0382E+07	8698100	1.7957E+07	1.3023E+07	8420100	5245200	6805300	10
Ga0196617_10004553	563030	1040300	0	2862100	0	0	0	0	0	3206900	2744800	2381700	2600100	1955400	2681800	2681100	4162700	2689600	9740000	6852800	5539400	3696200	6184200	0	8
Ga0196617_10004556	1.5017E+08	1.6149E+08	8.1077E+07	4.4616E+08	3.1925E+08	2.8376E+08	2.3975E+08	3.1036E+08	1.5331E+08	1.1754E+08	1.5051E+08	1.2605E+08	9.5308E+07	4.1178E+07	0	0	0	1.0877E+08	0	2.4318E+08	0	0	0	0	10
Ga0196617_10004557	1.2284E+08	1.1967E+08	7.6562E+07	2.1667E+08	1.4773E+08	1.4787E+08	1.7667E+08	2.2007E+08	2.4221E+08	2.5449E+08	2.9195E+08	2.685E+08	2.182E+08	1.4328E+08	2.3454E+08	7.2879E+07	5.3082E+07	7.6645E+07	3.1238E+07	9.3657E+07	7.9186E+07	1.8473E+07	1.44E+07	2.6989E+07	12
Ga0196617_10004558	2.619E+07	1.6214E+07	1.2907E+07	3.7904E+07	1.9954E+07	2.7617E+07	1.9388E+07	2.3868E+07	2.6768E+07	2.7355E+07	2.0316E+07	1.4286E+07	1.2768E+07	1.4416E+07	1.8496E+07	3085200	3277900	6257200	3647400	3633900	5972800	5030700	0	3325700	9
Ga0196617_1000456	4.1537E+07	3.6472E+07	1.4027E+07	3.9208E+07	1.1312E+07	1.8547E+07	1.3683E+07	1.2974E+07	2.1614E+07	1.7858E+07	2.1733E+07	1.0106E+07	3.4886E+07	1.812E+07	4.7666E+07	2.2616E+07	1.5411E+07	3.3028E+07	2.347E+07	5.7764E+07	2.9533E+07	1.822E+07	1.4405E+07	2.2081E+07	31
Ga0196617_10004561;Ga0196617_1002444	0	0	1278300	0	1177600	0	5974600	0	2.3109E+07	3763600	3698800	3091500	5386100	0	1.6383E+07	2538400	9374300	4371200	2909400	1.171E+07	2837000	0	4831400	5792500	3
Ga0196617_10004562;Ga0196617_10015923	0	0	0	3958300	4939400	4778700	6546700	4947500	4485800	0	7291300	4027800	0	4779200	0	6384300	3391400	3195800	2886000	3922600	2607200	2966500	1762500	1783700	7
Ga0196617_10004564	0	2498900	0	0	0	0	0	5921000	0	0	0	3656800	0	0	0	3104100	2823300	3482100	0	6032900	0	0	0	0	2
Ga0196617_10004565;Ga0196617_1036642	0	0	0	0	0	0	1740000	781800	0	0	0	0	0	0	0	0	0	0	0	0	0	3004500	1968500	3612600	2
Ga0196617_10004568	9445200	1.2731E+07	6374200	4877500	5873400	1.0025E+07	6102300	5757900	4846100	4622400	5099300	8536500	8298400	9417100	1.1928E+07	5677300	6380300	7030700	3315800	6285700	2399600	4345000	1.1225E+07	1.0148E+07	4
Ga0196617_10004569	2173100	1544900	3026400	3164900	2782700	2913900	6335500	4989900	6444900	6813800	4063800	1.4178E+07	1.929E+07	2.063E+07	2.4796E+07	1.2936E+07	1.2532E+07	1.452E+07	6878100	3.0345E+07	0	1507900	1.5647E+07	1.5138E+07	7
Ga0196617_10004570	0	0	875090	0	0	1267400	0	0	0	1054300	951570	1579900	0	0	857720	0	0	0	849180	537620	0	0	0	0	3
Ga0196617_10004571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160270	0	0	0	0	0	0	0	0	0	2
Ga0196617_10004572	7873000	1.4754E+07	5658600	5024000	5215800	5863100	5748700	4627400	1.1023E+07	4351000	0	3553400	1.1446E+07	7480800	8055700	8192700	5352300	4160800	1.0288E+07	1.0933E+07	1735500	1.4078E+07	7749600	1.0294E+07	3
Ga0196617_1000458;Ga0196617_10002033	3.2423E+07	4.1389E+07	2.2262E+07	6.814E+07	1.0845E+08	6.8372E+07	1.5032E+08	1.2289E+08	1.4249E+08	1.9176E+08	1.1648E+08	1.9887E+08	1.2463E+08	5.2581E+07	8.3369E+07	3.7266E+07	1.7043E+07	2.0387E+07	1.4534E+07	2.3082E+07	1.1687E+07	1.6015E+07	1.0449E+07	8628500	44
Ga0196617_1000461;Ga0196617_1043111	6.0788E+08	6.0981E+08	3.611E+08	1.2358E+09	9.9347E+08	1.0184E+09	9.6356E+08	1.5002E+09	1.8401E+09	1.8782E+09	1.9005E+09	1.3558E+09	2.4615E+09	1.5262E+09	2.7332E+09	1.4286E+09	1.5991E+09	2.1292E+09	1.2114E+09	1.6856E+09	1.6248E+09	5.0977E+08	4.9775E+08	4.0106E+08	77
Ga0196617_10004610	2.9115E+07	2.8446E+07	1.3374E+07	6.0864E+07	5.456E+07	4.9184E+07	1.3798E+08	1.5561E+08	1.7835E+08	1.0336E+08	1.2762E+08	1.2415E+08	2.4228E+08	1.6118E+08	2.5039E+08	1.0021E+08	1.3502E+08	1.1541E+08	1.0525E+08	1.0807E+08	4.0228E+07	7.2047E+07	7.3846E+07	6.8742E+07	22
Ga0196617_10004611	7.6217E+07	4.5793E+07	3.6031E+07	1.5187E+08	1.6283E+08	1.0824E+08	2.1433E+08	1.584E+08	2.0156E+08	1.7986E+08	2.7183E+08	3.1575E+08	4.049E+08	2.7311E+08	3.6839E+08	2.1872E+08	1.8472E+08	2.4058E+08	2.0254E+08	2.2597E+08	3.6953E+07	1.6774E+08	1.6864E+08	1.7099E+08	22
Ga0196617_10004612	7.8129E+07	5.3965E+07	2.9184E+07	9.3125E+07	7.008E+07	9.716E+07	8.9857E+07	1.0778E+08	9.2941E+07	1.333E+08	8.3246E+07	1.41E+08	1.5474E+08	1.1699E+08	1.4679E+08	1.4537E+08	1.3858E+08	1.2243E+08	1.1739E+08	1.3065E+08	1.1934E+08	8.377E+07	1.2239E+08	9.0937E+07	28
Ga0196617_10004613	6.8129E+07	4.2121E+07	1.646E+07	7.1006E+07	6.6321E+07	1.0213E+08	1.0383E+08	1.3928E+08	1.1215E+08	1.1068E+08	1.1279E+08	1.2099E+08	1.6695E+08	1.4153E+08	1.9817E+08	1.5182E+08	1.2924E+08	2.6392E+07	1.8019E+08	5.2639E+07	2.481E+08	1.5603E+08	1.6772E+08	1.5648E+08	6
Ga0196617_10004614	1.1848E+07	1967600	2815100	8835500	4759900	7867700	8938200	1.0381E+07	4647800	1.249E+07	1.3601E+07	1.8951E+07	1.3485E+07	1.1797E+07	8799000	1.5544E+07	9349800	1.765E+07	1.3786E+07	2.0705E+07	1.5866E+07	1.1877E+07	9261400	1.0735E+07	6
Ga0196617_10004615	0	0	133160	1597800	3453700	2918400	1966300	2061600	1248400	0	0	998000	3038100	657470	625710	1491300	313760	0	1105000	0	0	770360	0	336540	2
